Temps;EA0;Temps;EA1;Temps;I
8.1E-5;-1.10528776049614;8.1E-5;-5.52068190276623;8.1E-5;-0.194051913917065
8.2E-5;-1.09537041187286;8.2E-5;-5.54550287872553;8.2E-5;-0.199023347347975
8.3E-5;-1.09537041187286;8.3E-5;-5.57528804987669;8.3E-5;-0.200680491824945
8.4E-5;-1.09537041187286;8.4E-5;-5.61500161141157;8.4E-5;-0.202337636301915
8.5E-5;-1.08545306324959;8.5E-5;-5.63485839217901;8.5E-5;-0.199023347347975
8.6E-5;-1.07553571462631;8.6E-5;-5.65967936813831;8.6E-5;-0.197366202871005
8.7E-5;-1.07553571462631;8.7E-5;-5.69442873448133;8.7E-5;-0.202337636301915
8.8E-5;-1.0606596916914;8.8E-5;-5.71428551524878;8.8E-5;-0.200680491824945
8.9E-5;-1.05570101737976;8.9E-5;-5.73910649120808;8.9E-5;-0.218909081071615
9E-5;-1.04578366875648;9E-5;-5.75896327197552;9E-5;-0.233823381364346
9.1E-5;-1.04082499444485;9.1E-5;-5.78378424793482;9.1E-5;-0.240451959272226
9.2E-5;-1.03090764582157;9.2E-5;-5.79371263831854;9.2E-5;-0.252051970611016
9.3E-5;-1.01107294857502;9.3E-5;-5.81356941908598;9.3E-5;-0.261994837472836
9.4E-5;-1.00611427426338;9.4E-5;-5.82846200466156;9.4E-5;-0.261994837472836
9.5E-5;-0.991238251328468;9.5E-5;-5.848318785429;9.5E-5;-0.252051970611016
9.6E-5;-0.98627957701683;9.6E-5;-5.8731397613883;9.6E-5;-0.252051970611016
9.7E-5;-0.976362228393555;9.7E-5;-5.89299654215574;9.7E-5;-0.250394826134046
9.8E-5;-0.966444879770279;9.8E-5;-5.90788912773132;9.8E-5;-0.248737681657076
9.9E-5;-0.956527531147003;9.9E-5;-5.9227817133069;9.9E-5;-0.247080537180106
0.0001;-0.946610182523727;0.0001;-5.94263849407434;0.0001;-0.255366259564956
0.000101;-0.931734159588814;0.000101;-5.9476026892662;0.000101;-0.263651981949806
0.000102;-0.9168581366539;0.000102;-5.96249527484179;0.000102;-0.271937704334656
0.000103;-0.906940788030624;0.000103;-5.98235205560923;0.000103;-0.290166293581327
0.000104;-0.892064765095711;0.000104;-5.98731625080109;0.000104;-0.286852004627387
0.000105;-0.872230067849159;0.000105;-5.98731625080109;0.000105;-0.301766304920117
0.000106;-0.857354044914246;0.000106;-5.99228044599295;0.000106;-0.313366316258907
0.000107;-0.842478021979332;0.000107;-6.00717303156853;0.000107;-0.298452015966177
0.000108;-0.82264332473278;0.000108;-6.00717303156853;0.000108;-0.303423449397087
0.000109;-0.812725976109505;0.000109;-6.02206561714411;0.000109;-0.295137727012237
0.00011;-0.802808627486229;0.00011;-6.02702981233597;0.00011;-0.295137727012237
0.000111;-0.782973930239677;0.000111;-6.03199400752783;0.000111;-0.295137727012237
0.000112;-0.768097907304764;0.000112;-6.03695820271969;0.000112;-0.296794871489207
0.000113;-0.75322188436985;0.000113;-6.03695820271969;0.000113;-0.310052027304967
0.000114;-0.738345861434937;0.000114;-6.04192239791155;0.000114;-0.311709171781937
0.000115;-0.723469838500023;0.000115;-6.04688659310341;0.000115;-0.321652038643758
0.000116;-0.703635141253471;0.000116;-6.04192239791155;0.000116;-0.333252049982548
0.000117;-0.68380044400692;0.000117;-6.03695820271969;0.000117;-0.336566338936488
0.000118;-0.663965746760368;0.000118;-6.03199400752783;0.000118;-0.341537772367398
0.000119;-0.639172375202179;0.000119;-6.02206561714411;0.000119;-0.343194916844368
0.00012;-0.624296352267265;0.00012;-6.01710142195225;0.00012;-0.341537772367398
0.000121;-0.609420329332352;0.000121;-6.01710142195225;0.000121;-0.334909194459518
0.000122;-0.5895856320858;0.000122;-6.01213722676039;0.000122;-0.333252049982548
